id;lat;lon;time;tags;url
5390719;524.985.083.333.333;474.800.333.333.333;14-3-2020 16:23;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/14/134369-1584210246446_IMG_7558.JPG
5390473;524.770.966.666.667;467.757.166.666.667;14-3-2020 13:24;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/14/134369-1584205675883_IMG_7554.JPG
5384534;5.249.255;477.838.666.666.667;13-3-2020 15:31;aluminum+can+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/13/134369-1584129601467_IMG_7332.JPG
5384527;5.249.223;477.978.333.333.333;13-3-2020 15:31;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/13/134369-1584129601653_IMG_7331.JPG
5384528;524.913.416.666.667;478.401.166.666.667;13-3-2020 15:29;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/13/134369-1584129601601_IMG_7330.JPG
5384533;5.248.452;480.632;13-3-2020 15:21;aluminum+can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/13/134369-1584129601794_IMG_7327.JPG
5384539;524.775.383.333.333;480.501.666.666.667;13-3-2020 15:17;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/13/134369-1584129602101_IMG_7322.JPG
5384551;524.482.616.666.667;480.850.833.333.333;13-3-2020 15:01;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/13/134369-1584129602979_IMG_7309.JPG
5384574;524.037.283.333.333;4.836.275;13-3-2020 14:27;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/13/134369-1584129604270_IMG_7289.JPG
5384572;524.022.033.333.333;4.836.255;13-3-2020 14:27;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/13/134369-1584129604157_IMG_7287.JPG
5384585;5.240.865;482.904.666.666.667;13-3-2020 07:20;aluminum+can+energydrink+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/13/134369-1584129604852_IMG_7275.JPG
5384601;524.918.833.333.333;478.138;13-3-2020 06:37;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/13/134369-1584129605659_IMG_7263.JPG
5384599;524.918.866.666.667;478.133.666.666.667;13-3-2020 06:36;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/13/134369-1584129605740_IMG_7262.JPG
5384608;524.979.783.333.333;475.542;13-3-2020 06:28;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/13/134369-1584129606334_IMG_7253.JPG
5323404;524.946.883.333.333;476.206.666.666.667;5-3-2020 17:17;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/5/134369-1583433605347_IMG_7181.JPG
5323411;524.939.216.666.667;476.720.333.333.333;5-3-2020 17:16;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/5/134369-1583433605207_IMG_7179.JPG
5323417;524.915.583.333.333;4.783.125;5-3-2020 17:12;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/5/134369-1583433605841_IMG_7172.JPG
5323420;524.904.883.333.333;478.823.333.333.333;5-3-2020 17:11;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/5/134369-1583433605977_IMG_7170.JPG
5323447;524.359.133.333.333;481.616.666.666.667;5-3-2020 16:36;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/5/134369-1583433608066_IMG_7142.JPG
5323454;52.417.575;482.611.333.333.333;5-3-2020 16:18;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/5/134369-1583433608739_IMG_7135.JPG
5323453;524.180.966.666.667;482.495;5-3-2020 16:18;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/5/134369-1583433608660_IMG_7134.JPG
5323458;524.184.333.333.333;482.238.833.333.333;5-3-2020 16:16;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/5/134369-1583433609109_IMG_7131.JPG
5323462;524.183.383.333.333;482.208;5-3-2020 16:15;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/5/134369-1583433609341_IMG_7130.JPG
5323459;524.150.666.666.667;482.306.666.666.667;5-3-2020 16:13;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/5/134369-1583433609178_IMG_7128.JPG
5323465;52.403.725;483.633;5-3-2020 16:07;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/5/134369-1583433609576_IMG_7122.JPG
5323475;52.423.145;482.626.333.333.333;5-3-2020 07:00;can+energydrink+metal+redbull;https://s3.amazonaws.com/litterati-v3-bucket/2020/3/5/134369-1583433610421_IMG_7114.JPG
